invoiceid,custID,prodID,cal_day,cal_month,cal_quarter,cal_year,fiscal_quarter,fiscal_year,qty,amt,discounted
41059,37,61,19,6,2,9,1,9,110,31418.2,0
41243,30,61,8,12,4,6,3,6,92,26277.04,0
41359,13,61,22,9,3,8,2,8,70,19993.4,0
41361,39,61,25,10,4,6,2,6,195,55695.9,0
41599,35,61,28,5,2,8,1,8,32,9139.84,0
41696,35,61,1,5,2,7,1,7,167,47698.54,0
41757,29,61,18,11,4,7,3,7,45,12852.9,0
41802,17,61,11,2,1,8,4,7,133,37987.46,0
41845,17,61,6,4,2,8,4,7,78,22278.36,0
41875,26,61,18,11,4,5,3,5,102,29133.24,0
41917,36,61,29,10,4,6,2,6,16,4569.92,0
41983,29,61,20,10,4,6,2,6,108,30846.96,0
42056,12,61,4,8,3,6,2,6,135,38558.7,0
42144,3,61,6,10,4,7,2,7,40,11424.8,0
42184,6,61,28,5,2,9,1,9,45,12852.9,0
42186,24,61,26,9,3,7,2,7,87,24848.94,0
42204,29,61,25,6,2,7,1,7,178,50840.36,0
42258,34,61,2,7,3,9,1,9,21,5998.02,0
42264,23,61,10,6,2,5,1,5,172,49126.64,0
42296,32,61,11,6,2,7,1,7,103,29418.86,0
42388,32,61,19,4,2,5,4,4,127,36273.74,0
42450,39,61,27,4,2,9,4,8,95,27133.9,0
42534,13,61,15,11,4,9,3,9,81,23135.22,0
42571,5,61,2,9,3,10,2,10,140,39986.8,0
42589,39,61,30,1,1,8,3,7,44,12567.28,0
42625,14,61,22,7,3,10,1,10,131,37416.22,0
42693,34,61,21,4,2,8,4,7,174,49697.88,0
42775,18,61,22,9,3,9,2,9,108,30846.96,0
42795,14,61,7,7,3,9,1,9,197,56267.14,0
42879,23,61,11,9,3,6,2,6,171,48841.02,0
42895,3,61,10,6,2,10,1,10,135,38558.7,0
42920,10,61,10,5,2,5,1,5,87,24848.94,0
42969,31,61,30,11,4,7,3,7,116,33131.92,0
42997,21,61,29,6,2,9,1,9,139,39701.18,0
43035,1,61,5,12,4,5,3,5,61,17422.82,0
43042,40,61,28,3,1,10,4,9,21,5998.02,0
43126,11,61,8,4,2,7,4,6,147,41986.14,0
43207,35,61,2,7,3,7,1,7,114,32560.68,0
43260,32,61,27,10,4,7,2,7,39,11139.18,0
43316,7,61,12,11,4,5,3,5,58,16565.96,0
43345,25,61,14,4,2,5,4,4,171,48841.02,0
43411,35,61,12,6,2,6,1,6,186,53125.32,0
43428,6,61,22,5,2,7,1,7,159,45413.58,0
43441,33,61,24,11,4,6,3,6,35,9996.7,0
43462,27,61,22,8,3,5,2,5,115,32846.3,0
43478,31,61,13,12,4,7,3,7,176,50269.12,0
43540,16,61,15,3,1,7,4,6,70,19993.4,0
43554,37,61,22,7,3,7,1,7,30,8568.6,0
43566,7,61,19,8,3,6,2,6,115,32846.3,0
43629,18,61,12,5,2,8,1,8,100,28562.0,0
43695,27,61,27,7,3,6,1,6,13,3713.06,0
43723,14,61,13,10,4,9,2,9,157,44842.34,0
43775,8,61,29,11,4,7,3,7,62,17708.44,0
43818,19,61,19,1,1,8,3,7,117,33417.54,0
43851,2,61,13,12,4,9,3,9,164,46841.68,0
43861,12,61,8,6,2,9,1,9,15,4284.3,0
43941,2,61,5,10,4,9,2,9,81,23135.22,0
44009,32,61,1,6,2,9,1,9,19,5426.78,0
44034,8,61,6,12,4,5,3,5,100,28562.0,0
44055,9,61,8,11,4,8,3,8,167,47698.54,0
44083,35,61,21,1,1,7,3,6,103,29418.86,0
44102,30,61,28,9,3,7,2,7,97,27705.14,0
44134,25,61,19,11,4,8,3,8,60,17137.2,0
44171,35,61,31,8,3,6,2,6,36,10282.32,0
44175,22,61,10,7,3,5,1,5,114,32560.68,0
44247,3,61,22,5,2,10,1,10,51,14566.62,0
44345,2,61,7,11,4,7,3,7,32,9139.84,0
44705,24,61,30,10,4,8,2,8,131,37416.22,0
44706,27,61,28,10,4,5,2,5,159,45413.58,0
44761,13,61,4,3,1,6,4,5,76,21707.12,0
44769,23,61,23,3,1,9,4,8,172,49126.64,0
44810,23,61,14,4,2,8,4,7,100,28562.0,0
44880,7,61,22,6,2,6,1,6,73,20850.26,0
44954,6,61,16,12,4,7,3,7,58,16565.96,0
45150,7,61,8,7,3,6,1,6,156,44556.72,0
45181,21,61,22,4,2,9,4,8,71,20279.02,0
45213,14,61,11,8,3,5,2,5,71,20279.02,0
45318,11,61,6,1,1,6,3,5,151,43128.62,0
45342,32,61,8,11,4,7,3,7,183,52268.46,0
45367,35,61,31,10,4,6,2,6,87,24848.94,0
45428,18,61,30,7,3,8,1,8,114,32560.68,0
45543,18,61,24,2,1,10,4,9,59,16851.58,0
45606,21,61,15,9,3,9,2,9,29,8282.98,0
45608,22,61,5,12,4,10,3,10,159,45413.58,0
45671,29,61,20,5,2,5,1,5,161,45984.82,0
45762,27,61,28,8,3,10,2,10,122,34845.64,0
45772,29,61,22,4,2,5,4,4,162,46270.44,0
45844,17,61,8,11,4,8,3,8,32,9139.84,0
45848,16,61,15,10,4,7,2,7,81,23135.22,0
45858,21,61,2,8,3,6,2,6,137,39129.94,0
45872,12,61,20,3,1,7,4,6,12,3427.44,0
45946,11,61,20,1,1,7,3,6,27,7711.74,0
45976,37,61,26,12,4,6,3,6,13,3713.06,0
45992,3,61,1,7,3,9,1,9,106,30275.72,0
45996,23,61,4,7,3,10,1,10,50,14281.0,0
45998,17,61,14,4,2,8,4,7,53,15137.86,0
46005,38,61,12,10,4,9,2,9,16,4569.92,0
46098,19,61,19,4,2,7,4,6,141,40272.42,0
46141,19,61,31,1,1,10,3,9,27,7711.74,0
46151,18,61,25,12,4,7,3,7,141,40272.42,0
46355,1,61,12,12,4,8,3,8,40,11424.8,0
46364,2,61,12,2,1,6,4,5,46,13138.52,0
46614,31,61,25,8,3,6,2,6,53,15137.86,0
46667,33,61,12,3,1,8,4,7,196,55981.52,0
46683,12,61,13,9,3,10,2,10,129,36844.98,0
46749,34,61,21,7,3,6,1,6,93,26562.66,0
46919,24,61,9,7,3,7,1,7,136,38844.32,0
46928,25,61,15,3,1,7,4,6,135,38558.7,0
46954,9,61,10,4,2,5,4,4,16,4569.92,0
46990,18,61,16,2,1,7,4,6,139,39701.18,0
47030,21,61,22,10,4,10,2,10,75,21421.5,0
47055,1,61,4,6,2,8,1,8,135,38558.7,0
47143,12,61,25,7,3,9,1,9,16,4569.92,0
47152,37,61,27,1,1,8,3,7,132,37701.84,0
47175,1,61,27,7,3,10,1,10,111,31703.82,0
47193,3,61,20,3,1,7,4,6,70,19993.4,0
47252,23,61,4,11,4,6,3,6,78,22278.36,0
47435,23,61,13,3,1,10,4,9,58,16565.96,0
47551,18,61,8,5,2,5,1,5,132,37701.84,0
47596,3,61,28,6,2,6,1,6,155,44271.1,0
47621,1,61,15,1,1,8,3,7,113,32275.06,0
47646,7,61,8,10,4,9,2,9,25,7140.5,0
47655,2,61,20,12,4,8,3,8,59,16851.58,0
47699,19,61,19,12,4,6,3,6,39,11139.18,0
47947,7,61,20,3,1,8,4,7,12,3427.44,0
47957,40,61,25,11,4,5,3,5,164,46841.68,0
47988,38,61,26,11,4,5,3,5,92,26277.04,0
48112,3,61,13,12,4,6,3,6,78,22278.36,0
48157,1,61,7,11,4,5,3,5,172,49126.64,0
48161,14,61,14,5,2,7,1,7,156,44556.72,0
48220,16,61,30,8,3,5,2,5,50,14281.0,0
48231,1,61,10,9,3,9,2,9,146,41700.52,0
48258,5,61,19,4,2,9,4,8,34,9711.08,0
48402,14,61,28,12,4,6,3,6,167,47698.54,0
48406,29,61,27,9,3,9,2,9,99,28276.38,0
48421,1,61,22,2,1,9,4,8,78,22278.36,0
48463,31,61,18,11,4,8,3,8,120,34274.4,0
48481,20,61,6,1,1,8,3,7,78,22278.36,0
48502,4,61,4,1,1,10,3,9,13,3713.06,0
48540,14,61,12,3,1,8,4,7,151,43128.62,0
48552,25,61,5,9,3,9,2,9,184,52554.08,0
48615,29,61,14,8,3,8,2,8,154,43985.48,0
48661,4,61,18,2,1,9,4,8,166,47412.92,0
48687,10,61,15,2,1,5,4,4,47,13424.14,0
48699,23,61,25,4,2,10,4,9,95,27133.9,0
48902,15,61,10,1,1,10,3,9,30,8568.6,0
48921,32,61,10,8,3,9,2,9,70,19993.4,0
48974,39,61,10,1,1,6,3,5,35,9996.7,0
48981,5,61,21,3,1,6,4,5,163,46556.06,0
48984,1,61,30,10,4,5,2,5,129,36844.98,0
48993,9,61,17,1,1,6,3,5,144,41129.28,0
49026,25,61,4,8,3,6,2,6,46,13138.52,0
49096,16,61,16,4,2,7,4,6,190,54267.8,0
49103,16,61,13,5,2,7,1,7,156,44556.72,0
49133,5,61,1,3,1,6,4,5,161,45984.82,0
49291,16,61,23,11,4,6,3,6,52,14852.24,0
49300,7,61,1,10,4,6,2,6,143,40843.66,0
49317,36,61,5,6,2,9,1,9,93,26562.66,0
49363,34,61,15,9,3,8,2,8,17,4855.54,0
49454,40,61,16,1,1,9,3,8,126,35988.12,0
49622,12,61,14,10,4,6,2,6,35,9996.7,0
49632,2,61,10,6,2,7,1,7,76,21707.12,0
49668,11,61,15,2,1,8,4,7,111,31703.82,0
49676,21,61,24,2,1,10,4,9,111,31703.82,0
49684,11,61,15,2,1,7,4,6,141,40272.42,0
49767,14,61,25,3,1,8,4,7,49,13995.38,0
49920,7,61,22,4,2,9,4,8,95,27133.9,0
50028,5,61,30,3,1,10,4,9,61,17422.82,0
50121,24,61,11,3,1,9,4,8,38,10853.56,0
50191,24,61,18,12,4,8,3,8,162,46270.44,0
50228,10,61,10,11,4,9,3,9,158,45127.96,0
50254,4,61,14,3,1,5,4,4,62,17708.44,0
50313,27,61,17,10,4,5,2,5,161,45984.82,0
50320,19,61,5,2,1,9,4,8,92,26277.04,0
50337,15,61,16,2,1,9,4,8,61,17422.82,0
50577,36,61,7,8,3,10,2,10,75,21421.5,0
50615,22,61,14,9,3,8,2,8,152,43414.24,0
50633,17,61,17,9,3,5,2,5,132,37701.84,0
50647,34,61,28,6,2,9,1,9,168,47984.16,0
50702,19,61,9,2,1,5,4,4,193,55124.66,0
50739,22,61,4,8,3,5,2,5,157,44842.34,0
50801,29,61,29,7,3,5,1,5,81,23135.22,0
50844,12,61,9,2,1,10,4,9,163,46556.06,0
50897,19,61,16,6,2,5,1,5,176,50269.12,0
50907,23,61,24,9,3,9,2,9,136,38844.32,0
50949,17,61,14,6,2,9,1,9,168,47984.16,0
51000,23,61,16,6,2,8,1,8,132,37701.84,0
51011,4,61,3,7,3,10,1,10,94,26848.28,0
51113,19,61,2,1,1,7,3,6,192,54839.04,0
51173,23,61,3,11,4,8,3,8,72,20564.64,0
51360,13,61,1,10,4,5,2,5,99,28276.38,0
51388,28,61,24,5,2,5,1,5,97,27705.14,0
51486,34,61,3,10,4,5,2,5,182,51982.84,0
51546,15,61,6,12,4,7,3,7,101,28847.62,0
51666,38,61,9,2,1,9,4,8,95,27133.9,0
51713,33,61,10,3,1,7,4,6,60,17137.2,0
51798,11,61,11,5,2,5,1,5,162,46270.44,0
51890,10,61,25,6,2,7,1,7,44,12567.28,0
51892,16,61,28,4,2,8,4,7,75,21421.5,0
51999,9,61,25,6,2,10,1,10,54,15423.48,0
52040,40,61,11,8,3,8,2,8,67,19136.54,0
52106,10,61,18,4,2,7,4,6,26,7426.12,0
52172,22,61,31,1,1,8,3,7,117,33417.54,0
52314,15,61,15,12,4,6,3,6,188,53696.56,0
52327,3,61,2,7,3,6,1,6,85,24277.7,0
52420,40,61,22,6,2,6,1,6,132,37701.84,0
52559,9,61,19,2,1,9,4,8,92,26277.04,0
52565,37,61,22,6,2,9,1,9,104,29704.48,0
52619,20,61,15,7,3,6,1,6,78,22278.36,0
52716,9,61,13,12,4,5,3,5,76,21707.12,0
52854,8,61,3,11,4,7,3,7,178,50840.36,0
52866,34,61,15,2,1,6,4,5,50,14281.0,0
52935,35,61,7,12,4,6,3,6,140,39986.8,0
52953,1,61,21,5,2,8,1,8,140,39986.8,0
52971,35,61,7,11,4,10,3,10,134,38273.08,0
52990,12,61,7,1,1,9,3,8,113,32275.06,0
53018,19,61,5,9,3,10,2,10,161,45984.82,0
53109,38,61,10,7,3,5,1,5,103,29418.86,0
53112,39,61,23,6,2,5,1,5,133,37987.46,0
53134,30,61,16,1,1,10,3,9,163,46556.06,0
53237,12,61,19,8,3,10,2,10,160,45699.2,0
53275,32,61,15,8,3,8,2,8,171,48841.02,0
53290,28,61,18,3,1,7,4,6,81,23135.22,0
53370,21,61,5,7,3,5,1,5,136,38844.32,0
53395,37,61,29,1,1,8,3,7,25,7140.5,0
53436,23,61,17,7,3,5,1,5,123,35131.26,0
53464,1,61,29,2,1,8,4,7,125,35702.5,0
53532,30,61,13,1,1,10,3,9,60,17137.2,0
53573,9,61,18,3,1,7,4,6,96,27419.52,0
53681,27,61,25,11,4,6,3,6,128,36559.36,0
53881,19,61,6,11,4,9,3,9,188,53696.56,0
53960,16,61,11,12,4,8,3,8,80,22849.6,0
53966,31,61,24,4,2,6,4,5,64,18279.68,0
53996,26,61,19,1,1,7,3,6,72,20564.64,0
54002,20,61,28,6,2,5,1,5,36,10282.32,0
54006,2,61,26,5,2,9,1,9,45,12852.9,0
54133,40,61,3,10,4,9,2,9,29,8282.98,0
54171,11,61,15,10,4,8,2,8,81,23135.22,0
54237,40,61,7,10,4,6,2,6,198,56552.76,0
54404,39,61,26,4,2,8,4,7,162,46270.44,0
54449,6,61,13,6,2,6,1,6,181,51697.22,0
54456,29,61,8,8,3,10,2,10,128,36559.36,0
54542,7,61,16,3,1,6,4,5,59,16851.58,0
54573,22,61,26,10,4,8,2,8,101,28847.62,0
54749,1,61,12,11,4,9,3,9,61,17422.82,0
54761,9,61,10,2,1,5,4,4,123,35131.26,0
54768,23,61,12,11,4,9,3,9,190,54267.8,0
54819,19,61,16,5,2,7,1,7,93,26562.66,0
54863,2,61,2,12,4,10,3,10,198,56552.76,0
54915,20,61,8,3,1,8,4,7,38,10853.56,0
54970,33,61,2,7,3,7,1,7,101,28847.62,0
55184,29,61,4,12,4,7,3,7,92,26277.04,0
55246,17,61,9,3,1,9,4,8,81,23135.22,0
55279,20,61,31,8,3,7,2,7,15,4284.3,0
55340,7,61,20,12,4,6,3,6,72,20564.64,0
55348,40,61,4,12,4,10,3,10,178,50840.36,0
55364,14,61,3,1,1,5,3,4,16,4569.92,0
55395,9,61,6,10,4,7,2,7,107,30561.34,0
55418,3,61,19,2,1,8,4,7,199,56838.38,0
55467,6,61,8,9,3,9,2,9,65,18565.3,0
76,38,62,15,7,3,7,1,7,57,28918.38,0
94,40,62,15,5,2,8,1,8,107,43862.51,1
208,26,62,12,4,2,5,4,4,157,79652.38,0
360,6,62,12,8,3,6,2,6,97,49211.98,0
361,37,62,4,6,2,9,1,9,105,53270.7,0
652,4,62,26,4,2,8,4,7,52,26381.68,0
710,1,62,8,7,3,7,1,7,23,11668.82,0
787,19,62,9,6,2,10,1,10,71,36021.14,0
823,24,62,26,4,2,9,4,8,56,28411.04,0
843,29,62,9,2,1,5,4,4,136,68998.24,0
1018,21,62,10,9,3,10,2,10,177,89799.18,0
1053,17,62,8,12,4,5,3,5,198,100453.32,0
1105,39,62,5,6,2,7,1,7,133,67476.22,0
1151,28,62,22,5,2,10,1,10,188,95379.92,0
1161,40,62,13,11,4,9,3,9,180,91321.2,0
1273,5,62,24,3,1,10,4,9,140,71027.6,0
1367,2,62,7,10,4,9,2,9,140,71027.6,0
1409,5,62,11,12,4,7,3,7,166,84218.44,0
1537,13,62,12,11,4,7,3,7,151,76608.34,0
1661,2,62,16,6,2,10,1,10,195,98931.3,0
1704,26,62,6,12,4,5,3,5,15,7610.1,0
1716,39,62,5,5,2,5,1,5,55,27903.7,0
1831,32,62,6,3,1,10,4,9,81,41094.54,0
1844,13,62,17,9,3,10,2,10,70,35513.8,0
1887,24,62,17,11,4,6,3,6,28,14205.52,0
1926,36,62,1,5,2,9,1,9,130,65954.2,0
2058,1,62,27,4,2,10,4,9,167,84725.78,0
2063,34,62,18,8,3,9,2,9,122,61895.48,0
2115,34,62,9,1,1,7,3,6,199,100960.66,0
2116,34,62,9,1,1,8,3,7,93,47182.62,0
2157,24,62,27,4,2,6,4,5,165,83711.1,0
2167,21,62,11,4,2,8,4,7,159,80667.06,0
2232,23,62,20,12,4,5,3,5,100,50734.0,0
2299,28,62,13,8,3,5,2,5,101,51241.34,0
2408,7,62,7,11,4,8,3,8,96,48704.64,0
2418,1,62,22,7,3,10,1,10,55,27903.7,0
2422,4,62,21,11,4,8,3,8,52,26381.68,0
2610,27,62,21,7,3,5,1,5,117,59358.78,0
2659,26,62,22,9,3,10,2,10,100,50734.0,0
2684,37,62,15,7,3,6,1,6,195,98931.3,0
2768,35,62,14,11,4,7,3,7,139,70520.26,0
2781,2,62,2,3,1,6,4,5,150,76101.0,0
2796,39,62,4,5,2,8,1,8,184,93350.56,0
2836,28,62,28,10,4,9,2,9,96,48704.64,0
2871,7,62,23,10,4,10,2,10,165,83711.1,0
2917,17,62,26,10,4,8,2,8,27,13698.18,0
2988,34,62,14,8,3,10,2,10,62,31455.08,0
2995,9,62,20,6,2,8,1,8,155,78637.7,0
3019,5,62,7,7,3,10,1,10,96,48704.64,0
3183,28,62,14,6,2,8,1,8,136,68998.24,0
3201,33,62,15,7,3,7,1,7,72,36528.48,0
3277,20,62,27,3,1,6,4,5,173,87769.82,0
3296,24,62,10,7,3,6,1,6,170,86247.8,0
3413,8,62,28,6,2,7,1,7,136,68998.24,0
3619,15,62,31,8,3,9,2,9,197,99945.98,0
3634,3,62,27,7,3,9,1,9,114,57836.76,0
3804,22,62,4,1,1,10,3,9,128,64939.52,0
3814,36,62,22,11,4,8,3,8,117,59358.78,0
3893,11,62,9,9,3,10,2,10,167,84725.78,0
4197,4,62,3,4,2,7,4,6,158,80159.72,0
4208,9,62,16,2,1,9,4,8,90,45660.6,0
4224,2,62,2,11,4,6,3,6,77,39065.18,0
4242,5,62,16,6,2,5,1,5,57,28918.38,0
4343,31,62,26,2,1,8,4,7,26,13190.84,0
4374,16,62,24,4,2,7,4,6,96,48704.64,0
4493,40,62,22,9,3,5,2,5,136,68998.24,0
4505,39,62,8,1,1,7,3,6,117,59358.78,0
4622,9,62,22,3,1,5,4,4,183,92843.22,0
4700,15,62,30,8,3,10,2,10,15,7610.1,0
4997,21,62,20,10,4,9,2,9,81,41094.54,0
5144,40,62,6,2,1,6,4,5,191,96901.94,0
5160,16,62,3,12,4,10,3,10,193,97916.62,0
5222,26,62,15,9,3,9,2,9,144,73056.96,0
5263,10,62,20,4,2,6,4,5,189,95887.26,0
5269,21,62,7,12,4,5,3,5,27,13698.18,0
5299,39,62,17,1,1,10,3,9,118,59866.12,0
5332,15,62,12,11,4,5,3,5,180,91321.2,0
5351,7,62,28,11,4,6,3,6,200,101468.0,0
5409,28,62,1,4,2,10,4,9,46,23337.64,0
5426,29,62,16,4,2,6,4,5,82,41601.88,0
5472,26,62,15,3,1,9,4,8,84,42616.56,0
5498,20,62,13,10,4,9,2,9,116,58851.44,0
5519,8,62,2,8,3,5,2,5,11,5580.74,0
5568,21,62,25,9,3,10,2,10,143,72549.62,0
5706,39,62,3,12,4,9,3,9,161,81681.74,0
5747,13,62,9,2,1,8,4,7,79,40079.86,0
5787,34,62,6,5,2,5,1,5,123,62402.82,0
6009,2,62,18,8,3,5,2,5,158,80159.72,0
6085,8,62,2,11,4,8,3,8,35,17756.9,0
6103,29,62,30,5,2,10,1,10,44,22322.96,0
6115,17,62,6,3,1,6,4,5,184,93350.56,0
6136,13,62,23,4,2,10,4,9,68,34499.12,0
6397,6,62,29,9,3,8,2,8,154,78130.36,0
6428,8,62,19,10,4,5,2,5,197,99945.98,0
6507,12,62,18,3,1,8,4,7,148,75086.32,0
6521,27,62,4,10,4,8,2,8,11,5580.74,0
6783,1,62,12,7,3,7,1,7,40,20293.6,0
6980,31,62,8,7,3,6,1,6,77,39065.18,0
6989,5,62,22,7,3,9,1,9,41,20800.94,0
7028,2,62,12,10,4,8,2,8,52,26381.68,0
7071,23,62,13,6,2,6,1,6,94,47689.96,0
7107,13,62,7,3,1,9,4,8,86,43631.24,0
7116,17,62,16,12,4,6,3,6,91,46167.94,0
7119,5,62,24,8,3,9,2,9,122,61895.48,0
7164,33,62,19,4,2,10,4,9,76,38557.84,0
7232,31,62,6,2,1,10,4,9,118,59866.12,0
7319,38,62,1,11,4,9,3,9,95,48197.3,0
7415,23,62,27,12,4,7,3,7,27,13698.18,0
7480,5,62,6,9,3,6,2,6,105,53270.7,0
7547,30,62,9,11,4,8,3,8,78,39572.52,0
7636,20,62,10,2,1,5,4,4,10,5073.4,0
7661,18,62,1,12,4,7,3,7,29,14712.86,0
7696,24,62,23,4,2,6,4,5,182,92335.88,0
7741,14,62,27,12,4,8,3,8,183,92843.22,0
7860,18,62,16,8,3,7,2,7,182,92335.88,0
7950,19,62,3,8,3,9,2,9,49,24859.66,0
7965,20,62,27,5,2,7,1,7,58,29425.72,0
7968,15,62,26,7,3,7,1,7,11,5580.74,0
7994,33,62,6,8,3,10,2,10,192,97409.28,0
8057,20,62,27,1,1,9,3,8,113,57329.42,0
8107,29,62,15,10,4,9,2,9,67,33991.78,0
8305,15,62,24,5,2,9,1,9,58,29425.72,0
8414,26,62,10,9,3,9,2,9,86,43631.24,0
8461,18,62,27,6,2,5,1,5,37,18771.58,0
8583,4,62,31,10,4,6,2,6,76,38557.84,0
8623,10,62,22,8,3,10,2,10,132,66968.88,0
8804,30,62,19,5,2,9,1,9,162,82189.08,0
8854,18,62,30,8,3,10,2,10,39,19786.26,0
8856,32,62,29,2,1,8,4,7,159,80667.06,0
8895,9,62,31,1,1,10,3,9,47,23844.98,0
8952,27,62,24,11,4,6,3,6,138,70012.92,0
8992,20,62,26,5,2,7,1,7,65,32977.1,0
9082,19,62,20,5,2,7,1,7,171,86755.14,0
9096,30,62,12,2,1,5,4,4,186,94365.24,0
9371,19,62,6,12,4,9,3,9,42,21308.28,0
9429,40,62,24,2,1,8,4,7,152,77115.68,0
9506,25,62,17,10,4,8,2,8,13,6595.42,0
9603,20,62,30,3,1,9,4,8,13,6595.42,0
9649,4,62,17,6,2,8,1,8,198,100453.32,0
9853,25,62,3,10,4,8,2,8,118,59866.12,0
9871,3,62,22,11,4,5,3,5,112,56822.08,0
9955,37,62,16,10,4,6,2,6,175,88784.5,0
9980,4,62,3,11,4,5,3,5,18,9132.12,0
10047,32,62,8,1,1,9,3,8,70,35513.8,0
10103,18,62,16,3,1,7,4,6,149,75593.66,0
10113,10,62,20,6,2,9,1,9,194,98423.96,0
10116,36,62,28,4,2,10,4,9,114,57836.76,0
10130,9,62,8,2,1,5,4,4,47,23844.98,0
10172,5,62,20,9,3,7,2,7,40,20293.6,0
10236,40,62,24,10,4,10,2,10,51,25874.34,0
10278,28,62,22,10,4,8,2,8,106,53778.04,0
10310,15,62,14,9,3,7,2,7,51,25874.34,0
10352,31,62,2,7,3,5,1,5,122,61895.48,0
10480,12,62,1,9,3,8,2,8,26,13190.84,0
10535,37,62,6,2,1,10,4,9,125,63417.5,0
10721,2,62,20,9,3,6,2,6,97,49211.98,0
10725,5,62,12,6,2,5,1,5,92,46675.28,0
10748,7,62,10,10,4,9,2,9,51,25874.34,0
10780,3,62,7,11,4,10,3,10,37,18771.58,0
10863,14,62,16,6,2,7,1,7,181,91828.54,0
10864,16,62,17,8,3,10,2,10,150,76101.0,0
10985,24,62,26,10,4,8,2,8,199,100960.66,0
11024,6,62,29,12,4,6,3,6,198,100453.32,0
11114,1,62,12,6,2,6,1,6,78,39572.52,0
11133,2,62,5,4,2,5,4,4,67,33991.78,0
11198,18,62,22,1,1,9,3,8,192,97409.28,0
11223,36,62,10,10,4,10,2,10,177,89799.18,0
11328,26,62,3,11,4,8,3,8,13,6595.42,0
11330,16,62,6,3,1,10,4,9,11,5580.74,0
11362,31,62,27,7,3,6,1,6,33,16742.22,0
11634,25,62,1,1,1,6,3,5,108,54792.72,0
11758,21,62,23,11,4,9,3,9,106,53778.04,0
11779,21,62,19,9,3,6,2,6,46,23337.64,0
11835,25,62,1,4,2,10,4,9,84,42616.56,0
11860,20,62,8,2,1,10,4,9,140,71027.6,0
11893,29,62,14,10,4,6,2,6,71,36021.14,0
11933,31,62,23,4,2,8,4,7,25,12683.5,0
12224,8,62,9,2,1,7,4,6,143,72549.62,0
12377,29,62,4,2,1,10,4,9,40,20293.6,0
12485,9,62,5,5,2,9,1,9,169,85740.46,0
12529,37,62,7,10,4,8,2,8,74,37543.16,0
12617,3,62,16,2,1,10,4,9,196,99438.64,0
12653,22,62,26,1,1,9,3,8,89,45153.26,0
12848,4,62,25,1,1,8,3,7,27,13698.18,0
12915,26,62,20,9,3,7,2,7,52,26381.68,0
12976,12,62,10,6,2,5,1,5,105,53270.7,0
13036,36,62,25,12,4,6,3,6,197,99945.98,0
13184,9,62,21,9,3,8,2,8,116,58851.44,0
13198,16,62,19,7,3,8,1,8,54,27396.36,0
13236,32,62,20,11,4,8,3,8,51,25874.34,0
13287,17,62,7,1,1,7,3,6,28,14205.52,0
13311,35,62,14,1,1,9,3,8,86,43631.24,0
13347,32,62,25,4,2,8,4,7,154,78130.36,0
13431,3,62,21,11,4,6,3,6,133,67476.22,0
13890,22,62,7,11,4,6,3,6,52,26381.68,0
13948,14,62,1,12,4,6,3,6,20,10146.8,0
14039,15,62,23,3,1,8,4,7,182,92335.88,0
14075,16,62,24,12,4,5,3,5,151,76608.34,0
14081,19,62,11,12,4,5,3,5,131,66461.54,0
14276,16,62,15,1,1,5,3,4,29,14712.86,0
14289,10,62,30,11,4,5,3,5,189,95887.26,0
14318,27,62,27,5,2,8,1,8,90,45660.6,0
14355,8,62,6,9,3,10,2,10,200,101468.0,0
14415,10,62,2,4,2,6,4,5,58,29425.72,0
14598,4,62,6,6,2,9,1,9,42,21308.28,0
14639,3,62,2,11,4,5,3,5,11,5580.74,0
14766,33,62,5,1,1,7,3,6,106,53778.04,0
14780,40,62,29,8,3,10,2,10,15,7610.1,0
14847,40,62,25,9,3,10,2,10,62,31455.08,0
14871,24,62,4,4,2,6,4,5,76,38557.84,0
14874,7,62,17,5,2,9,1,9,50,25367.0,0
14878,24,62,4,4,2,9,4,8,11,5580.74,0
14904,2,62,3,8,3,9,2,9,78,39572.52,0
15037,5,62,22,6,2,8,1,8,197,99945.98,0
15313,32,62,15,7,3,8,1,8,197,99945.98,0
15332,23,62,25,10,4,9,2,9,154,78130.36,0
15461,40,62,31,3,1,10,4,9,106,53778.04,0
15475,38,62,20,1,1,9,3,8,104,52763.36,0
15486,5,62,30,12,4,6,3,6,174,88277.16,0
15488,1,62,31,12,4,5,3,5,87,44138.58,0
15619,32,62,6,9,3,8,2,8,192,97409.28,0
15676,5,62,12,10,4,9,2,9,98,49719.32,0
15835,12,62,23,9,3,7,2,7,99,50226.66,0
15856,20,62,6,9,3,6,2,6,176,89291.84,0
16040,12,62,28,3,1,6,4,5,107,54285.38,0
16080,10,62,26,10,4,10,2,10,173,87769.82,0
16207,13,62,25,11,4,5,3,5,90,45660.6,0
16506,39,62,25,4,2,10,4,9,142,72042.28,0
16508,24,62,24,3,1,6,4,5,46,23337.64,0
16529,29,62,23,8,3,9,2,9,39,19786.26,0
16560,4,62,14,8,3,8,2,8,88,44645.92,0
16628,13,62,16,6,2,10,1,10,102,51748.68,0
16649,27,62,16,12,4,8,3,8,86,43631.24,0
16730,28,62,4,7,3,8,1,8,177,89799.18,0
16746,6,62,4,5,2,7,1,7,71,36021.14,0
16878,14,62,23,9,3,5,2,5,31,15727.54,0
16894,11,62,8,7,3,10,1,10,25,12683.5,0
16905,11,62,10,10,4,8,2,8,26,13190.84,0
