invoiceid,custID,prodID,amt,qty,discounted,cal_month,cal_day,cal_year,cal_quarter,fiscal_quarter,fiscal_year
36479,27,81,377,153,0,10,21,6,4,2,06
36480,27,83,183,182,0,10,21,7,4,2,07
36480,27,81,349,93,0,10,21,7,4,2,07
36481,16,35,357,123,0,11,17,9,4,3,09
36481,16,43,120,77,0,11,17,9,4,3,09
36482,15,75,347,44,0,09,18,10,3,2,10
36482,15,46,329,186,0,09,18,10,3,2,10
36482,15,68,111,74,0,09,18,10,3,2,10
36482,15,89,241,60,0,09,18,10,3,2,10
36483,15,35,362,90,0,05,25,7,2,1,07
36484,5,35,115,63,0,07,23,10,3,1,10
36484,5,15,128,46,0,07,23,10,3,1,10
36484,5,24,282,13,0,07,23,10,3,1,10
36485,37,41,218,193,0,4,1,6,2,4,05
36485,37,86,281,95,0,4,1,6,2,4,05
36486,37,19,342,74,0,4,1,7,2,4,06
36486,37,44,370,101,0,4,1,7,2,4,06
36487,36,11,290,159,0,12,21,8,4,3,08
36487,36,46,284,13,0,12,21,8,4,3,08
36487,36,99,248,76,0,12,21,8,4,3,08
36488,19,100,356,76,0,08,25,9,3,2,09
36488,19,69,400,106,0,08,25,9,3,2,09
36488,19,89,109,145,0,08,25,9,3,2,09
36489,36,91,141,77,0,12,21,6,4,3,06
36489,36,13,354,20,0,12,21,6,4,3,06
36489,36,78,336,54,0,12,21,6,4,3,06
36490,36,43,202,82,0,12,21,7,4,3,07
36491,2,102,321,129,0,04,17,7,2,4,06
36492,12,32,259,163,0,10,4,9,4,2,09
36493,23,99,296,189,0,05,28,9,2,1,09
36494,23,5,209,65,0,05,28,8,2,1,08
36495,29,100,159,179,0,6,9,5,2,1,05
36495,29,58,243,95,0,6,9,5,2,1,05
36496,29,78,212,188,0,6,9,7,2,1,07
36497,29,32,131,156,0,6,9,6,2,1,06
36497,29,104,304,94,0,6,9,6,2,1,06
36498,22,59,372,127,0,05,19,5,2,1,05
36499,27,56,293,130,0,2,9,10,1,4,09
36499,27,81,222,148,0,2,9,10,1,4,09
36500,12,91,235,183,0,11,18,8,4,3,08
36501,22,104,294,84,0,05,19,8,2,1,08
36502,22,99,162,12,0,05,19,9,2,1,09
36503,16,90,169,117,0,11,17,5,4,3,05
36503,16,102,117,63,0,11,17,5,4,3,05
36503,16,6,372,113,0,11,17,5,4,3,05
36504,20,55,225,189,0,2,7,9,1,4,08
36505,36,21,382,22,0,9,5,7,3,2,07
36505,36,30,296,47,0,9,5,7,3,2,07
36506,20,45,364,120,0,2,7,7,1,4,06
36506,20,53,253,46,0,2,7,7,1,4,06
36507,31,31,133,67,0,11,4,10,4,3,10
36507,31,19,379,64,0,11,4,10,4,3,10
36508,39,29,349,146,0,01,18,9,1,3,08
36508,39,45,114,11,0,01,18,9,1,3,08
36508,39,85,232,69,0,01,18,9,1,3,08
36509,17,78,107,34,0,09,25,7,3,2,07
36509,17,5,122,157,0,09,25,7,3,2,07
36509,17,62,351,100,0,09,25,7,3,2,07
36510,28,83,222,191,0,7,12,9,3,1,09
36511,28,76,182,48,0,7,12,8,3,1,08
36512,39,66,149,129,0,01,18,5,1,3,04
36512,39,35,308,80,0,01,18,5,1,3,04
36512,39,50,337,133,0,01,18,5,1,3,04
36513,19,45,222,75,0,12,23,9,4,3,09
36514,39,25,365,156,0,01,18,7,1,3,06
36515,39,59,364,76,0,01,18,6,1,3,05
36516,17,36,243,187,0,10,16,9,4,2,09
36516,17,30,256,184,0,10,16,9,4,2,09
36516,17,62,123,146,0,10,16,9,4,2,09
36517,25,52,126,197,0,7,6,9,3,1,09
36518,3,38,150,181,0,10,23,9,4,2,09
36518,3,10,194,119,0,10,23,9,4,2,09
36519,3,57,194,89,0,10,23,8,4,2,08
36520,14,57,248,25,0,1,6,6,1,3,05
36520,14,65,162,101,0,1,6,6,1,3,05
36521,3,17,103,135,0,10,23,5,4,2,05
36522,37,94,357,26,0,04,23,10,2,4,09
36523,15,29,334,168,0,03,14,10,1,4,09
36524,17,58,192,15,0,10,16,7,4,2,07
36524,17,45,363,76,0,10,16,7,4,2,07
36525,17,105,202,34,0,10,16,6,4,2,06
36526,23,103,392,31,0,8,8,10,3,2,10
36527,14,96,241,20,0,12,14,6,4,3,06
36528,14,46,348,120,0,12,14,7,4,3,07
36529,7,16,235,183,0,01,20,8,1,3,07
36530,14,8,183,96,0,12,14,9,4,3,09
36531,30,28,378,195,0,11,12,6,4,3,06
36532,31,5,302,41,0,10,17,8,4,2,08
36533,18,101,165,140,0,04,19,10,2,4,09
36534,11,51,268,108,0,09,27,5,3,2,05
36534,11,36,377,48,0,09,27,5,3,2,05
36534,11,99,304,132,0,09,27,5,3,2,05
36535,10,86,111,104,0,11,5,8,4,3,08
36536,11,78,320,76,0,09,27,7,3,2,07
36537,11,92,289,170,0,09,27,6,3,2,06
36537,11,78,197,17,0,09,27,6,3,2,06
36538,10,7,163,197,0,11,5,5,4,3,05
36539,10,72,244,165,0,11,5,6,4,3,06
36540,32,18,107,115,0,05,26,10,2,1,10
36541,28,55,398,146,0,09,28,10,3,2,10
36542,31,72,173,116,0,10,17,7,4,2,07
36543,27,43,110,35,0,06,27,9,2,1,09
36543,27,55,194,110,0,06,27,9,2,1,09
36544,29,1,248,64,0,1,12,5,1,3,04
36545,33,89,166,157,0,1,9,7,1,3,06
36545,33,49,122,100,0,1,9,7,1,3,06
36545,33,57,327,123,0,1,9,7,1,3,06
36545,33,92,378,56,0,1,9,7,1,3,06
36546,10,27,375,114,0,10,8,10,4,2,10
36547,5,55,234,36,0,04,14,5,2,4,04
36548,33,70,383,141,0,05,16,5,2,1,05
36549,12,78,355,118,0,3,8,5,1,4,04
36549,12,88,400,182,0,3,8,5,1,4,04
36550,33,51,232,41,0,05,16,6,2,1,06
36550,33,78,191,117,0,05,16,6,2,1,06
36550,33,100,149,18,0,05,16,6,2,1,06
36551,31,13,240,42,0,06,29,9,2,1,09
36552,20,28,298,70,0,03,29,6,1,4,05
36553,33,24,244,187,0,05,16,9,2,1,09
36553,33,81,190,89,0,05,16,9,2,1,09
36554,33,4,182,186,0,05,16,8,2,1,08
36555,36,11,157,120,0,03,13,8,1,4,07
36556,37,9,236,109,0,10,27,7,4,2,07
36557,37,93,318,93,0,10,27,6,4,2,06
36558,37,57,319,79,0,10,27,5,4,2,05
36558,37,41,369,146,0,10,27,5,4,2,05
36559,24,71,181,23,0,10,19,8,4,2,08
36560,7,57,387,90,0,5,9,8,2,1,08
36560,7,87,331,156,0,5,9,8,2,1,08
36560,7,19,259,16,0,5,9,8,2,1,08
36561,7,79,178,104,0,5,9,7,2,1,07
36562,24,33,150,43,0,10,19,5,4,2,05
36562,24,67,170,90,0,10,19,5,4,2,05
36563,24,101,329,138,0,10,19,6,4,2,06
36563,24,60,249,52,0,10,19,6,4,2,06
36564,37,40,293,97,0,10,27,9,4,2,09
36565,37,33,151,128,0,10,27,8,4,2,08
36566,6,33,282,39,0,9,6,5,3,2,05
36567,6,31,131,135,0,9,6,7,3,2,07
36567,6,41,384,156,0,9,6,7,3,2,07
36568,6,102,357,99,0,06,24,5,2,1,05
36569,6,44,296,67,0,9,6,9,3,2,09
36570,6,59,375,188,0,9,6,8,3,2,08
36570,6,12,182,96,0,9,6,8,3,2,08
36570,6,99,109,161,0,9,6,8,3,2,08
36571,3,90,115,121,0,02,29,8,1,4,07
36571,3,85,261,157,0,02,29,8,1,4,07
36572,11,34,139,44,0,6,12,9,2,1,09
36572,11,87,322,36,0,6,12,9,2,1,09
36573,7,56,171,122,0,04,17,10,2,4,09
36573,7,50,125,73,0,04,17,10,2,4,09
36573,7,67,361,182,0,04,17,10,2,4,09
36574,11,86,398,88,0,6,12,6,2,1,06
36574,11,31,275,187,0,6,12,6,2,1,06
36575,35,64,357,85,0,12,2,6,4,3,06
36576,14,103,117,35,0,05,19,10,2,1,10
36576,14,86,145,199,0,05,19,10,2,1,10
36576,14,51,271,135,0,05,19,10,2,1,10
36577,27,82,116,35,0,5,6,5,2,1,05
36578,26,105,151,122,0,6,5,6,2,1,06
36579,31,37,102,144,0,06,29,5,2,1,05
36580,33,26,229,59,0,03,26,6,1,4,05
36581,33,13,207,55,0,03,26,7,1,4,06
36581,33,49,242,51,0,03,26,7,1,4,06
36582,33,1,102,138,0,03,26,5,1,4,04
36583,2,52,159,154,0,06,16,5,2,1,05
36584,2,44,386,155,0,06,16,7,2,1,07
36584,2,39,211,123,0,06,16,7,2,1,07
36585,12,49,295,127,0,10,26,10,4,2,10
36585,12,57,246,100,0,10,26,10,4,2,10
36585,12,23,357,21,0,10,26,10,4,2,10
36586,2,95,254,26,0,06,16,8,2,1,08
36586,2,40,140,71,0,06,16,8,2,1,08
36587,21,19,161,82,0,7,2,10,3,1,10
36588,33,1,252,78,0,03,26,9,1,4,08
36588,33,70,211,18,0,03,26,9,1,4,08
36589,34,86,340,159,0,05,28,7,2,1,07
36590,34,103,107,79,0,05,28,6,2,1,06
36591,38,91,360,139,0,07,13,9,3,1,09
36591,38,32,339,131,0,07,13,9,3,1,09
36592,37,31,194,54,0,09,17,10,3,2,10
36592,37,92,340,128,0,09,17,10,3,2,10
36592,37,47,252,65,0,09,17,10,3,2,10
36593,16,29,181,12,0,10,22,6,4,2,06
36594,23,45,258,77,0,4,10,8,2,4,07
36594,23,21,347,140,0,4,10,8,2,4,07
36595,34,42,336,134,0,4,4,6,2,4,05
36596,16,82,122,129,0,10,22,9,4,2,09
36597,16,98,362,23,0,10,22,8,4,2,08
36598,38,98,148,16,0,07,13,7,3,1,07
36599,38,18,352,142,0,07,13,6,3,1,06
36599,38,37,330,26,0,07,13,6,3,1,06
36599,38,31,268,170,0,07,13,6,3,1,06
36599,38,84,345,29,0,07,13,6,3,1,06
36600,38,66,137,91,0,07,13,5,3,1,05
36600,38,34,135,44,0,07,13,5,3,1,05
36601,18,16,275,55,0,3,5,8,1,4,07
36602,21,56,312,168,0,05,14,7,2,1,07
36603,6,73,367,90,0,06,26,9,2,1,09
36603,6,87,131,78,0,06,26,9,2,1,09
36604,26,77,122,151,0,9,2,9,3,2,09
36605,26,39,202,55,0,9,2,6,3,2,06
36605,26,92,390,12,0,9,2,6,3,2,06
36606,6,98,273,194,0,06,26,5,2,1,05
36606,6,23,228,30,0,06,26,5,2,1,05
36607,34,76,199,199,0,4,4,5,2,4,04
36608,18,72,154,39,0,3,5,5,1,4,04
36608,18,98,394,89,0,3,5,5,1,4,04
36609,18,51,222,37,0,3,5,6,1,4,05
36609,18,40,133,82,0,3,5,6,1,4,05
36609,18,4,135,123,0,3,5,6,1,4,05
36610,18,22,223,20,0,3,5,7,1,4,06
36610,18,52,375,150,0,3,5,7,1,4,06
36611,36,80,385,40,0,12,19,5,4,3,05
36612,17,86,305,10,0,9,9,5,3,2,05
36612,17,30,181,198,0,9,9,5,3,2,05
36612,17,42,117,129,0,9,9,5,3,2,05
36612,17,73,101,86,0,9,9,5,3,2,05
36613,5,94,215,127,0,3,4,10,1,4,09
36614,26,103,255,128,0,6,5,8,2,1,08
36615,32,52,348,27,0,7,2,10,3,1,10
36615,32,27,287,76,0,7,2,10,3,1,10
36616,13,10,246,139,0,12,23,9,4,3,09
36616,13,2,224,106,0,12,23,9,4,3,09
36616,13,102,166,73,0,12,23,9,4,3,09
36616,13,64,132,83,0,12,23,9,4,3,09
36617,36,61,327,111,0,12,19,9,4,3,09
36618,36,100,195,129,0,12,19,8,4,3,08
36619,15,62,171,172,0,08,25,5,3,2,05
36619,15,50,304,148,0,08,25,5,3,2,05
36620,31,81,208,178,0,10,10,5,4,2,05
36621,31,72,345,75,0,04,16,10,2,4,09
36622,7,68,200,22,0,10,30,10,4,2,10
36623,21,10,344,110,0,09,22,8,3,2,08
36624,16,33,275,130,0,05,17,8,2,1,08
36624,16,82,364,95,0,05,17,8,2,1,08
36625,13,92,351,99,0,12,23,8,4,3,08
36625,13,94,255,100,0,12,23,8,4,3,08
36626,32,81,165,194,0,6,6,10,2,1,10
36627,21,27,313,172,0,09,22,7,3,2,07
36627,21,85,167,199,0,09,22,7,3,2,07
36628,21,52,263,165,0,09,22,6,3,2,06
36628,21,94,361,103,0,09,22,6,3,2,06
36628,21,105,340,176,0,09,22,6,3,2,06
36628,21,46,252,57,0,09,22,6,3,2,06
36629,21,9,122,13,0,09,22,5,3,2,05
36630,10,48,364,60,0,08,25,6,3,2,06
36631,10,86,107,88,0,08,25,5,3,2,05
36632,10,19,184,169,0,3,2,8,1,4,07
36633,10,61,192,30,0,08,25,9,3,2,09
36633,10,96,380,38,0,08,25,9,3,2,09
36633,10,97,228,171,0,08,25,9,3,2,09
36634,38,24,362,41,0,03,13,7,1,4,06
36634,38,8,236,107,0,03,13,7,1,4,06
36635,23,34,145,101,0,5,7,10,2,1,10
36636,38,96,370,121,0,03,13,5,1,4,04
36637,38,15,120,120,0,03,13,9,1,4,08
36637,38,41,114,105,0,03,13,9,1,4,08
36637,38,96,271,53,0,03,13,9,1,4,08
36638,38,103,190,185,0,03,13,8,1,4,07
36638,38,28,310,86,0,03,13,8,1,4,07
36639,20,83,251,24,0,06,26,9,2,1,09
36639,20,59,271,160,0,06,26,9,2,1,09
36640,20,10,251,52,0,06,26,8,2,1,08
36640,20,7,132,78,0,06,26,8,2,1,08
36641,20,27,270,120,0,06,26,5,2,1,05
36642,20,8,349,106,0,06,26,6,2,1,06
36642,20,85,132,107,0,06,26,6,2,1,06
36643,39,102,116,84,0,01,25,10,1,3,09
36644,28,42,113,124,0,01,29,10,1,3,09
36644,28,60,124,37,0,01,29,10,1,3,09
36644,28,36,331,59,0,01,29,10,1,3,09
36645,24,15,336,77,0,04,13,6,2,4,05
36646,30,61,110,116,0,05,28,9,2,1,09
36646,30,62,267,114,0,05,28,9,2,1,09
36646,30,89,114,47,0,05,28,9,2,1,09
36647,30,79,244,190,0,05,28,8,2,1,08
36647,30,73,132,150,0,05,28,8,2,1,08
36648,15,42,258,190,0,05,20,9,2,1,09
36649,30,55,251,148,0,05,28,7,2,1,07
36650,30,24,125,187,0,05,28,6,2,1,06
36651,30,67,390,109,0,05,28,5,2,1,05
36652,33,61,386,177,0,11,8,6,4,3,06
36652,33,17,379,192,0,11,8,6,4,3,06
36653,38,32,286,53,0,09,30,5,3,2,05
36654,18,63,128,105,0,03,31,10,1,4,09
36654,18,78,140,52,0,03,31,10,1,4,09
36655,33,66,300,109,0,04,14,5,2,4,04
36655,33,35,163,98,0,04,14,5,2,4,04
36656,33,36,373,64,0,04,14,6,2,4,05
36657,11,44,383,165,0,02,19,6,1,4,05
36657,11,6,216,120,0,02,19,6,1,4,05
36657,11,61,195,160,0,02,19,6,1,4,05
36658,33,102,324,96,0,04,14,9,2,4,08
36659,17,60,148,154,0,10,13,5,4,2,05
36659,17,96,111,131,0,10,13,5,4,2,05
36659,17,18,186,128,0,10,13,5,4,2,05
36659,17,55,238,51,0,10,13,5,4,2,05
36660,17,105,354,13,0,10,13,6,4,2,06
36660,17,9,119,184,0,10,13,6,4,2,06
36660,17,54,252,190,0,10,13,6,4,2,06
36661,17,7,220,96,0,10,13,7,4,2,07
36662,19,95,130,84,0,12,10,9,4,3,09
36663,15,98,322,159,0,10,22,7,4,2,07
36664,30,52,277,108,0,8,2,10,3,2,10
36665,32,77,210,197,0,05,28,6,2,1,06
36665,32,101,235,159,0,05,28,6,2,1,06
36666,32,40,105,80,0,05,28,9,2,1,09
36666,32,105,328,140,0,05,28,9,2,1,09
36667,29,5,177,90,0,5,1,10,2,1,10
36668,33,90,343,167,0,5,8,10,2,1,10
36669,10,23,365,135,0,11,24,8,4,3,08
36669,10,73,131,188,0,11,24,8,4,3,08
36670,10,90,154,185,0,11,24,9,4,3,09
36671,33,85,222,32,0,10,17,8,4,2,08
36672,33,87,248,179,0,10,17,7,4,2,07
36673,10,25,190,179,0,11,24,6,4,3,06
36674,10,54,223,82,0,11,24,7,4,3,07
36675,20,57,394,163,0,8,4,10,3,2,10
36675,20,45,185,50,0,8,4,10,3,2,10
36676,23,95,233,137,0,05,23,10,2,1,10
36677,27,89,361,155,0,07,16,7,3,1,07
36678,7,96,305,105,0,6,1,8,2,1,08
36678,7,25,325,50,0,6,1,8,2,1,08
36679,7,44,110,141,0,6,1,9,2,1,09
36680,17,48,141,28,0,02,28,10,1,4,09
36680,17,30,283,114,0,02,28,10,1,4,09
36681,7,71,177,24,0,6,1,5,2,1,05
36682,7,63,385,114,0,6,1,6,2,1,06
36683,7,87,318,132,0,6,1,7,2,1,07
36684,40,32,311,38,0,04,15,7,2,4,06
36684,40,89,200,155,0,04,15,7,2,4,06
36685,40,20,197,166,0,04,15,6,2,4,05
36685,40,92,259,52,0,04,15,6,2,4,05
36686,25,66,394,32,0,09,20,9,3,2,09
36687,6,74,329,73,0,06,16,9,2,1,09
36688,40,44,376,95,0,04,15,8,2,4,07
36688,40,69,185,31,0,04,15,8,2,4,07
36689,22,69,320,41,0,6,1,9,2,1,09
36689,22,32,382,87,0,6,1,9,2,1,09
36690,40,63,316,200,0,11,30,8,4,3,08
36690,40,58,324,38,0,11,30,8,4,3,08
36691,40,67,191,60,0,11,30,9,4,3,09
36692,22,18,185,185,0,6,1,5,2,1,05
36692,22,34,320,140,0,6,1,5,2,1,05
36693,22,13,291,137,0,6,1,6,2,1,06
36693,22,86,318,113,0,6,1,6,2,1,06
36693,22,38,375,53,0,6,1,6,2,1,06
36694,13,15,311,126,0,12,30,7,4,3,07
36694,13,57,130,192,0,12,30,7,4,3,07
36695,10,39,130,33,0,7,6,10,3,1,10
36695,10,52,133,100,0,7,6,10,3,1,10
36696,10,95,378,54,0,06,27,10,2,1,10
36697,13,19,346,196,0,12,30,8,4,3,08
36698,11,78,159,140,0,11,26,8,4,3,08
36699,17,33,288,52,0,06,17,10,2,1,10
36699,17,31,342,53,0,06,17,10,2,1,10
36699,17,4,185,172,0,06,17,10,2,1,10
36699,17,20,396,71,0,06,17,10,2,1,10
36700,15,48,300,99,0,4,10,8,2,4,07
36701,7,86,332,19,0,07,28,10,3,1,10
36702,3,21,164,109,0,3,4,8,1,4,07
36702,3,11,209,150,0,3,4,8,1,4,07
36702,3,66,352,10,0,3,4,8,1,4,07
36702,3,89,303,157,0,3,4,8,1,4,07
36703,3,75,305,55,0,3,4,9,1,4,08
36703,3,103,370,51,0,3,4,9,1,4,08
36704,10,35,377,116,0,10,26,5,4,2,05
36704,10,31,261,90,0,10,26,5,4,2,05
36705,35,85,115,19,0,2,10,10,1,4,09
36705,35,105,259,174,0,2,10,10,1,4,09
36706,10,23,102,14,0,10,26,7,4,2,07
36706,10,28,245,164,0,10,26,7,4,2,07
36706,10,105,118,96,0,10,26,7,4,2,07
36707,10,97,369,114,0,10,26,6,4,2,06
36708,13,66,185,126,0,09,17,6,3,2,06
36708,13,50,371,67,0,09,17,6,3,2,06
36708,13,91,240,184,0,09,17,6,3,2,06
36709,13,89,179,172,0,09,17,7,3,2,07
36710,18,26,222,55,0,10,15,6,4,2,06
36711,13,34,202,23,0,09,17,8,3,2,08
36711,13,7,129,64,0,09,17,8,3,2,08
36711,13,32,197,155,0,09,17,8,3,2,08
36712,13,55,243,163,0,09,17,9,3,2,09
36712,13,102,234,106,0,09,17,9,3,2,09
36713,10,58,328,150,0,10,26,9,4,2,09
36714,10,99,337,185,0,10,26,8,4,2,08
36714,10,37,371,155,0,10,26,8,4,2,08
36715,29,5,152,108,0,09,13,9,3,2,09
36716,29,18,275,81,0,09,13,8,3,2,08
36716,29,64,328,86,0,09,13,8,3,2,08
36717,26,13,319,14,0,03,14,9,1,4,08
36717,26,81,221,35,0,03,14,9,1,4,08
36717,26,8,156,174,0,03,14,9,1,4,08
36717,26,12,178,52,0,03,14,9,1,4,08
36718,26,2,109,74,0,03,14,8,1,4,07
36718,26,31,369,43,0,03,14,8,1,4,07
36718,26,34,126,45,0,03,14,8,1,4,07
36719,15,25,291,198,0,09,15,8,3,2,08
36719,15,68,242,91,0,09,15,8,3,2,08
36720,15,33,180,68,0,09,15,9,3,2,09
36720,15,105,189,108,0,09,15,9,3,2,09
36721,15,23,187,173,0,09,15,7,3,2,07
36721,15,105,270,167,0,09,15,7,3,2,07
36721,15,63,238,186,0,09,15,7,3,2,07
36722,15,28,244,89,0,09,15,5,3,2,05
36723,20,11,385,170,0,08,20,5,3,2,05
36724,20,25,174,137,0,08,20,7,3,2,07
36724,20,34,309,34,0,08,20,7,3,2,07
36724,20,29,378,97,0,08,20,7,3,2,07
36725,4,55,191,174,0,01,24,9,1,3,08
36725,4,6,306,41,0,01,24,9,1,3,08
36726,4,17,241,78,0,01,24,8,1,3,07
36726,4,6,121,98,0,01,24,8,1,3,07
36726,4,3,350,54,0,01,24,8,1,3,07
36727,8,66,118,95,0,05,27,8,2,1,08
36728,4,42,181,83,0,01,24,5,1,3,04
36728,4,66,116,181,0,01,24,5,1,3,04
36729,13,41,208,72,0,4,1,9,2,4,08
36729,13,72,208,161,0,4,1,9,2,4,08
36730,33,11,387,68,0,08,14,8,3,2,08
36730,33,41,250,135,0,08,14,8,3,2,08
36730,33,8,274,23,0,08,14,8,3,2,08
36731,33,75,167,37,0,08,14,9,3,2,09
36731,33,66,203,136,0,08,14,9,3,2,09
36732,23,89,194,148,0,08,21,8,3,2,08
36732,23,69,347,114,0,08,21,8,3,2,08
36732,23,93,180,182,0,08,21,8,3,2,08
36733,33,82,109,168,0,08,14,5,3,2,05
36734,33,7,138,37,0,08,14,7,3,2,07
36735,13,30,255,118,0,4,1,6,2,4,05
36735,13,2,252,120,0,4,1,6,2,4,05
36736,13,46,124,162,0,4,1,7,2,4,06
36736,13,16,314,76,0,4,1,7,2,4,06
36737,4,52,330,111,0,10,31,9,4,2,09
36738,13,14,302,73,0,4,1,5,2,4,04
36738,13,73,247,196,0,4,1,5,2,4,04
36739,35,10,209,166,0,03,28,6,1,4,05
36739,35,73,330,117,0,03,28,6,1,4,05
36740,35,104,298,200,0,03,28,8,1,4,07
36741,35,2,105,97,0,03,28,9,1,4,08
36742,19,41,310,82,0,07,29,10,3,1,10
36743,9,96,183,45,0,04,23,6,2,4,05
36743,9,84,234,80,0,04,23,6,2,4,05
36744,8,72,240,129,0,4,9,8,2,4,07
36744,8,14,333,105,0,4,9,8,2,4,07
36745,27,46,294,55,0,01,31,8,1,3,07
36745,27,82,254,102,0,01,31,8,1,3,07
36746,8,18,364,32,0,4,9,7,2,4,06
36747,8,29,194,154,0,4,9,6,2,4,05
36748,33,21,201,156,0,02,13,10,1,4,09
36748,33,3,153,72,0,02,13,10,1,4,09
36749,35,30,226,62,0,08,27,5,3,2,05
36750,35,8,201,19,0,08,27,7,3,2,07
36751,20,19,195,89,0,09,13,6,3,2,06
36751,20,22,308,69,0,09,13,6,3,2,06
36752,20,36,337,111,0,09,13,7,3,2,07
36753,29,2,247,192,0,04,20,7,2,4,06
36754,35,83,129,18,0,08,27,9,3,2,09
36755,24,12,156,128,0,12,8,6,4,3,06
36756,24,12,389,196,0,12,8,7,4,3,07
36757,36,33,220,97,0,04,24,8,2,4,07
36757,36,83,263,183,0,04,24,8,2,4,07
36757,36,99,187,173,0,04,24,8,2,4,07
36757,36,92,261,62,0,04,24,8,2,4,07
36758,24,102,290,51,0,12,8,5,4,3,05
36759,8,55,378,144,0,8,6,6,3,2,06
36760,8,65,391,86,0,8,6,7,3,2,07
36760,8,3,142,43,0,8,6,7,3,2,07
36760,8,40,115,72,0,8,6,7,3,2,07
36761,8,1,267,123,0,8,6,5,3,2,05
36761,8,51,182,153,0,8,6,5,3,2,05
36761,8,53,361,118,0,8,6,5,3,2,05
36762,8,66,314,172,0,8,6,8,3,2,08
36763,8,78,162,147,0,8,6,9,3,2,09
36764,36,2,355,102,0,04,24,7,2,4,06
36764,36,20,206,58,0,04,24,7,2,4,06
36765,24,80,158,199,0,12,8,8,4,3,08
36766,24,45,162,118,0,12,8,9,4,3,09
36766,24,78,252,66,0,12,8,9,4,3,09
36766,24,49,123,156,0,12,8,9,4,3,09
36766,24,83,146,192,0,12,8,9,4,3,09
36767,39,44,313,67,0,12,27,5,4,3,05
36768,31,35,216,38,0,10,8,8,4,2,08
36768,31,101,297,171,0,10,8,8,4,2,08
36768,31,20,285,138,0,10,8,8,4,2,08
36769,31,95,345,59,0,10,8,9,4,2,09
36769,31,50,325,165,0,10,8,9,4,2,09
36770,31,88,398,182,0,10,8,6,4,2,06
36770,31,30,393,130,0,10,8,6,4,2,06
36771,31,99,177,89,0,10,8,7,4,2,07
36771,31,13,239,151,0,10,8,7,4,2,07
36772,29,81,298,189,0,03,30,5,1,4,04
36773,35,52,251,32,0,2,2,10,1,4,09
36774,31,32,381,90,0,03,20,6,1,4,05
36775,31,100,210,54,0,03,20,7,1,4,06
36775,31,79,318,145,0,03,20,7,1,4,06
36776,7,56,181,88,0,03,16,7,1,4,06
36776,7,80,174,68,0,03,16,7,1,4,06
36777,31,41,131,20,0,03,20,5,1,4,04
36777,31,57,327,114,0,03,20,5,1,4,04
36777,31,31,305,136,0,03,20,5,1,4,04
36778,7,9,102,54,0,03,16,8,1,4,07
36779,31,89,254,162,0,03,20,8,1,4,07
36780,31,63,212,112,0,03,20,9,1,4,08
36780,31,74,153,124,0,03,20,9,1,4,08
36781,25,15,206,135,0,10,3,6,4,2,06
36782,27,55,345,101,0,8,5,8,3,2,08
36783,25,40,158,137,0,10,3,5,4,2,05
36784,1,68,229,136,0,9,1,10,3,2,10
36784,1,4,200,43,0,9,1,10,3,2,10
36785,38,39,388,188,0,7,7,10,3,1,10
36785,38,5,221,135,0,7,7,10,3,1,10
36786,27,27,211,22,0,8,5,5,3,2,05
36786,27,30,144,125,0,8,5,5,3,2,05
36787,27,3,372,69,0,8,5,7,3,2,07
36787,27,56,391,54,0,8,5,7,3,2,07
36787,27,99,281,12,0,8,5,7,3,2,07
36787,27,76,142,90,0,8,5,7,3,2,07
36788,17,82,132,60,0,09,16,8,3,2,08
36788,17,23,384,91,0,09,16,8,3,2,08
36788,17,79,336,20,0,09,16,8,3,2,08
36789,20,4,164,101,0,9,7,6,3,2,06
36790,35,85,131,149,0,05,30,10,2,1,10
36791,40,28,163,131,0,7,8,8,3,1,08
36792,7,55,101,43,0,08,21,7,3,2,07
36792,7,45,183,161,0,08,21,7,3,2,07
36792,7,66,289,88,0,08,21,7,3,2,07
36793,4,69,163,101,0,09,29,8,3,2,08
36794,31,96,196,151,0,6,12,5,2,1,05
36794,31,22,378,121,0,6,12,5,2,1,05
36795,23,4,140,90,0,1,12,6,1,3,05
36795,23,12,210,19,0,1,12,6,1,3,05
36796,24,42,298,40,0,05,19,6,2,1,06
36796,24,38,120,103,0,05,19,6,2,1,06
36797,12,5,164,21,0,03,21,10,1,4,09
36798,23,63,385,177,0,1,12,8,1,3,07
36798,23,34,280,119,0,1,12,8,1,3,07
36798,23,86,303,132,0,1,12,8,1,3,07
36799,40,73,346,18,0,6,5,9,2,1,09
36800,11,15,310,136,0,07,17,10,3,1,10
36801,17,84,216,37,0,05,22,6,2,1,06
36802,8,20,110,78,0,03,31,10,1,4,09
36802,8,63,190,105,0,03,31,10,1,4,09
36803,39,33,375,117,0,9,5,10,3,2,10
36804,16,69,345,41,0,06,27,7,2,1,07
36804,16,91,311,16,0,06,27,7,2,1,07
36805,4,103,317,42,0,7,10,5,3,1,05
36806,35,21,183,165,0,08,15,7,3,2,07
36806,35,7,168,69,0,08,15,7,3,2,07
36806,35,15,138,20,0,08,15,7,3,2,07
36807,35,101,298,196,0,08,15,6,3,2,06
36807,35,44,319,48,0,08,15,6,3,2,06
36808,35,49,180,137,0,08,15,5,3,2,05
36808,35,15,120,138,0,08,15,5,3,2,05
36808,35,60,303,139,0,08,15,5,3,2,05
36809,35,66,151,122,0,08,15,9,3,2,09
